item	nome	imagem	link	descricao	tema	descritores	tipo de recurso	idioma	autores	permissoes	tamanho	versão android	versao app	data revisão	ano	disciplina	
101	Test Angulos	recursos/img/Mobile/Matematica/7/testangulos.jpg	https://play.google.com/store/apps/details?id=appinventor.ai_lsomorante.Test_angulo&hl=pt_BR	O aplicativo "Test Angulos" busca estimular o reconhecimento dos ângulos em figuras geométricas. Dentre eles, podem ser citados os ângulos suplementares, complementares, alternos e internos, alternos e externos. Os ângulos são trabalhados por meio da proposição de problemas.	Ângulos.	DMII06	Exercício e prática.	Espanhol.	Lorenzo Sevilla Ortiz.	Informações sobre a conexão Wi-Fi/ ver conexões, acesso total à rede e vibração de controle.	1.7 MB.	1.6 ou superior.	1.	25/11/2020.	7	Matematica	 
102	Geometria Calculadora	recursos/img/Mobile/Matematica/7/geometriacalculadora.jpg	https://play.google.com/store/apps/details?id=ru.knnv.geometrycalcfree&hl=pt_BR	O aplicativo "Geometria Calculadora" busca estimular o entendimento e a identificação das figuras sólidas, tais como triângulo, quadrado, retângulo, paralelogramo, losango, trapézio, polígono, círculo e elipse.	Figuras sólidas.	DMII12,DMII13,DMII14	Exercício e prática.	Inglês / Português.	ARPAPLUS.	Compras no aplicativo/ ver conexões e acesso total à rede/ impedir que o dispositivo adormeça.	3.8 MB.	4.1 ou superior.	2.8.3.	25/11/2020.	7	Matematica	 
103	Desafio Matemático Grátis	recursos/img/Mobile/Matematica/7/desafiomatematico.jpg	https://play.google.com/store/apps/details?id=com.turtlelabs.DesafioMatematico_Free&hl=pt-BR	O aplicativo "Desafio Matemático Grátis" aborda as operações matemáticas de adição, subtração e multiplicação, a partir de níveis de progressão.	Adição. Subtração. Multiplicação. Divisão.	DMII18	Exercício e prática.	Português/Inglês.	Turtle Labs.	Ver conexões e acesso total à rede/contém anúncios.	25 MB.	4.1 ou superior.	4.0.	25/11/2020.	7	Matematica	 
104	Math Master - Brain Quizzes & Math Puzzles	recursos/img/Mobile/Matematica/7/mathmaster.jpg	https://play.google.com/store/apps/details?id=com.mathmaster&hl=pt-BR	O aplicativo "Math Master - Brain Quizzes & Math Puzzles" trabalha, por meio de testes desafiadores, as operações matemáticas de adição, subtração, multiplicação e divisão, bem como os conceitos de potência, estatística, equações, média mediana e variação, maior e menor, sequenciação e séries.	Adição. Subtração. Multiplicação. Divisão. Potenciação. Estatística. Equações. Média mediana e variação. Maior e menor. Sequenciação e séries.	DMII16,DMII18,DMII19,DMII30,DMII33	Exercício e prática.	Português/Inglês.	Pavans Group Techsoft Pvt. Ltd.	Compras no aplicativo/fotos/mídias/arquivos/armazenamento/histórico do dispositivo e apps/câmera/ver conexões e acesso total à rede/impedir que o dispositivo adormeça.	14 MB.	4.2 ou superior.	3.4.	25/11/2020.	7	Matematica	 
105	Circunferência	recursos/img/Mobile/Matematica/8/circunferencia.jpg	https://play.google.com/store/apps/details?id=com.pjcferreira.circunferencia&hl=pt_BR	O aplicativo "Circunferência" tem como objetivo apresentar as fórmulas relacionadas à circunferência, assim como a aplicação dos seguintes conceitos matemáticos: perímetro, área, diâmetro e raio.	Circunferência.	DMII11	Exercício e prática / Simulação.	Português.	IndieDevPT[AlunosNET] Paulo J C Ferreira.	Não constam especificações sobre as permissões de uso.	241 KB.	2.2 ou superior.	1.0.	27/11/2020.	8	Matematica	 
106	Área, Volumes e Perímetros	recursos/img/Mobile/Matematica/8/areavolumeperimetro.jpg	https://play.google.com/store/apps/details?id=edu.alunosnet.areasvolumesperimetros&hl=pt_BR	O aplicativo "Área, Volumes e Perímetros" busca promover o estudo do cálculo da área, do volume e do perímetro, a partir da relação com as figuras geométricas e as fórmulas correspondentes.	Área. Volume. Perímetro.	DMII12,DMII13,DMII14	Exercício e prática.	Português/Inglês.	IndieDevPT [AlunosNET] Paulo J C Ferreira.	Não constam especificações sobre as permissões de uso.	392 KB.	3.0 ou superior.	1.1.	27/11/2020.	8	Matematica	 
107	Volume, Área e Conversão	recursos/img/Mobile/Matematica/8/volumeareaconversao.jpg	https://play.google.com/store/apps/details?id=com.samyak.avc&hl=pt_BR	O aplicativo "Volume, Área e Conversão" busca auxiliar o aluno durante o cálculo das áreas e dos volumes e, ainda, para os cálculos de conversão de unidades.	Área. Volume.	DMII13,DMII14	Exercício e prática / Simulação.	Inglês.	Samyak Infotech Pvt. Ltd.	Local/fotos/mídia/arquivos/armazenamento/dados da Internet/ver conexões e acesso total à rede/impedir que o dispositivo adormeça/contém anúncios.	2.5 MB.	4.0.3 ou superior.	6.0.	27/11/2020.	8	Matematica	 
109	Casos Notáveis e Fatorização	recursos/img/Mobile/Matematica/8/casosnotaveis.jpg	https://play.google.com/store/apps/details?id=air.queroCNFPv1&hl=pt_BR	O aplicativo "Casos Notáveis e Fatorização" possibilita a consolidação de conhecimentos prévios relacionados aos casos notáveis de multiplicação, além de conhecimentos sobre a fatoração de polinômios.	Fatorização de polinômios.	DMII25	Exercício e prática.	Português.	HypatiaMat.	Fotos/mídias/arquivos/armazenamento/acesso total à rede/contém anúncios.	14 MB.	4.0 ou superior.	6.	27/11/2020.	8	Matematica	 
111	Calculadora Gráfica GeoGebra	recursos/img/Mobile/Matematica/9/geogebra.jpg	https://play.google.com/store/apps/details?id=org.geogebra.android&hl=pt-BR	O aplicativo "Calculadora Gráfica GeoGebra" busca promover o estudo dos gráficos de funções, das equações e das funções.	Equações. Funções. Gráfico de funções.	DMII35	Exercício e prática.	Português.	International GeoGebra Institute.	Fotos/mídias/arquivo/armazenamento/receber dados da Internet/ver conexões de rede/emparelhar com dispositivos Bluetooth/acesso total à rede/impedir que o dispositivo adormeça/contém anúncios.	15 MB.	4.4 ou superior.	5.0.573.0.	27/11/2020.	9	Matematica	 
112	Calculadora Gráfica Mathlab	recursos/img/Mobile/Matematica/9/mathlab.jpg	https://play.google.com/store/apps/details?id=us.mathlab.android&hl=pt-BR	O aplicativo "Calculadora Gráfica Mathlab" apresenta a visualização das funções e suas expressões gráficas.	Equações. Funções.	DMII01,DMII25,DMII26,DMII36	Exercício e prática.	Inglês/Português.	Mathlab Apps, LLC.	Compras no aplicativo / fotos / arquivos / mídias / armazenamento / acesso total à rede impedir que o dispositivo adormeça / contém anúncios.	6.7 MB.	4.1 ou superior.	4.14.159.	27/11/2020.	9	Matematica	 
113	Formar Palavras: Jogo de Palavras Cruzadas	recursos\img\Mobile\Portugues\4\FormarPalavras_JogodePalavrasCruzadas.png	https://play.google.com/store/apps/details?id=br.com.byapptv.formarpalavras&hl=pt_BR	O aplicativo "Formar Palavras: Jogo de Palavras Cruzadas" trabalha a ortografia e o acervo vocabular do aluno, a partir da formação de palavras. Além disso, o recurso permite explorar as características do gênero textual lista.	Formação de palavras. Gênero textual. Lista.	DPI01,DPI03,DPI04	Exercício e prática.	Português.	ByAPPTV ME.	Outros (Visualizar conexões de rede, acesso total à rede, impedir modo ocioso do telefone).	57,11 MB.	4.4 ou superior.	1.6.	08/01/2021.	4	Portugues	 
114	Um por todos - Revistas	recursos\img\Mobile\Portugues\5\UMPORTODOS-REVISTAS.png	https://play.google.com/store/apps/details?id=com.msp.revistadigital&hl=pt-BR	O aplicativo "Um por todos - Revistas" apresenta um conjunto de gibis que tratam sobre ética, cidadania, integridade, responsabilidade, dentre outros temas. Com efeitos audiovisuais, o recurso traz atividades lúdicas para a consolidação de conceitos, bem como disponibiliza um guia do professor que esclarece os temas abordados. 	Leitura. Gênero textual. Gibi.	PDI01,DPI04,DPI05	Exercício e prática.	Português.	Governo do Brasil.	Outros (Acesso total à rede).	139 MB.	5.1 ou superior.	03.01.16.	08/01/2021	5	Portugues	 
